"","Class","date","plant.stand","precip","temp","hail","crop.hist","area.dam","sever","seed.tmt","germ","plant.growth","leaves","leaf.halo","leaf.marg","leaf.size","leaf.shread","leaf.malf","leaf.mild","stem","lodging","stem.cankers","canker.lesion","fruiting.bodies","ext.decay","mycelium","int.discolor","sclerotia","fruit.pods","fruit.spots","seed","mold.growth","seed.discolor","seed.size","shriveling","roots"
"316","diaporthe-stem-canker","4","0","2","1","0","3","0","1","1","2","1","1","0","2","2","0","0","0","1","1","3","0","1","1","0","0","0","0","4","0","0","0","0","0","0"
"317","diaporthe-stem-canker","6","0","2","1","0","3","0","1","1","1","1","1","0","2","2","0","0","0","1","1","3","1","1","1","0","0","0","0","4","0","0","0","0","0","0"
"318","charcoal-rot","4","0","0","1","0","2","3","1","1","1","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"319","charcoal-rot","5","0","0","2","0","3","2","1","0","2","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"320","charcoal-rot","4","0","0","2","0","3","3","1","1","1","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"321","charcoal-rot","5","0","0","2","0","0","2","1","0","2","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"322","charcoal-rot","5","0","0","2","1","2","2","1","0","2","1","1","0","2","2","0","0","0","1","1","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"323","charcoal-rot","3","0","0","2","1","0","2","1","0","1","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"324","charcoal-rot","4","0","0","2","1","1","3","1","1","2","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"325","charcoal-rot","5","0","0","2","1","2","2","1","0","0","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"326","charcoal-rot","6","0","0","2","1","3","3","1","1","1","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"327","charcoal-rot","6","0","0","2","1","3","3","1","1","0","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","2","1","0","4","0","0","0","0","0","0"
"328","rhizoctonia-root-rot","0","1","2","0","0","0","1","1","0","1","1","0","0","2","2","0","0","0","1","0","1","1","0","1","0","0","0","3","4","0","0","0","0","0","1"
"329","rhizoctonia-root-rot","0","1","2","0","0","3","1","2","0","2","1","0","0","2","2","0","0","0","1","0","1","1","0","1","0","0","0","3","4","0","0","0","0","0","0"
"330","rhizoctonia-root-rot","0","1","2","0","0","2","1","1","1","1","1","0","0","2","2","0","0","0","1","0","1","1","0","1","0","0","0","3","4","0","0","0","0","0","0"
"331","rhizoctonia-root-rot","2","1","2","0","0","0","1","1","0","1","1","0","0","2","2","0","0","0","1","0","1","1","0","1","0","0","0","3","4","0","0","0","0","0","0"
"332","rhizoctonia-root-rot","1","1","2","0","0","2","1","1","0","1","1","0","0","2","2","0","0","0","1","0","1","1","0","1","0","0","0","3","4","0","0","0","0","0","0"
"333","rhizoctonia-root-rot","2","1","2","0","0","3","1","2","0","1","1","0","0","2","2","0","0","0","1","0","1","1","0","1","0","0","0","3","4","0","0","0","0","0","0"
"334","rhizoctonia-root-rot","2","1","2","0","0","2","1","1","0","2","1","0","0","2","2","0","0","0","1","0","1","1","0","1","1","0","0","3","4","0","0","0","0","0","0"
"335","rhizoctonia-root-rot","4","0","2","0","1","0","1","2","0","2","1","1","0","2","2","0","0","0","1","1","1","1","0","1","1","0","0","3","4","0","0","0","0","0","0"
"336","rhizoctonia-root-rot","0","1","2","0","0","1","1","1","1","1","1","0","0","2","2","0","0","0","1","0","1","1","0","1","1","0","0","3","4","0","0","0","0","0","0"
"337","rhizoctonia-root-rot","2","1","2","0","0","3","1","2","0","2","1","0","0","2","2","0","0","0","1","0","1","1","0","1","1","0","0","3","4","0","0","0","0","0","0"
"338","phytophthora-rot","2","1","1","0","0","3","1","2","0","2","1","1","0","2","2","0","0","0","1","0","1","2","0","0","0","0","0","3","4","0","0","0","0","0","0"
"339","phytophthora-rot","1","1","2","0","0","3","1","1","1","2","1","1","0","2","2","0","0","0","1","0","2","2","0","0","0","0","0","3","4","0","0","0","0","0","0"
"340","phytophthora-rot","2","1","2","1","1","3","1","2","1","2","1","1","0","2","2","0","0","0","1","0","2","2","0","1","0","0","0","3","4","0","0","0","0","0","0"
"341","phytophthora-rot","1","1","2","1","1","2","3","1","1","1","1","1","0","2","2","0","0","0","1","0","2","2","0","1","0","0","0","3","4","0","0","0","0","0","0"
"342","phytophthora-rot","3","1","1","1",NA,"2","1",NA,NA,NA,"1","1","0","2","2","0","0","0","1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"343","phytophthora-rot","3","1","1","1",NA,"3","1",NA,NA,NA,"1","1","0","2","2","0","0","0","1",NA,"2","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"344","phytophthora-rot","0","1","2","2",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"345","phytophthora-rot","1","1","2","1",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"1","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"346","phytophthora-rot","1","1","2","1",NA,"0","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"0","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"347","phytophthora-rot","4","1","1","2",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"348","phytophthora-rot","1","1","2","2",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"1","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"349","phytophthora-rot","2","1","2","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"1","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"350","phytophthora-rot","3","1","2","2",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"351","phytophthora-rot","4","1","1","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"352","phytophthora-rot","1","1","2","1",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"1","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"353","phytophthora-rot","1","1","2","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"354","phytophthora-rot","1","1","2","2",NA,"1","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"355","phytophthora-rot","2","1","1","2",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"1","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"356","phytophthora-rot","3","1","1","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"2","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"357","phytophthora-rot","3","1","1","1",NA,"1","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"358","phytophthora-rot","1","1","2","2",NA,"1","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"0","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"359","phytophthora-rot","2","1","2","2",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"2","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"360","phytophthora-rot","3","1","1","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"361","phytophthora-rot","4","1","1","1",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"362","phytophthora-rot","1","1","2","2",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"0","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"363","phytophthora-rot","2","1","2","2",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"2","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"364","phytophthora-rot","3","1","1","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"365","phytophthora-rot","4","1","1","1",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"366","phytophthora-rot","1","1","2","2",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"0","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"367","phytophthora-rot","2","1","2","2",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"2","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"368","phytophthora-rot","3","1","1","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"369","phytophthora-rot","1","1","2","2",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"0","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"370","phytophthora-rot","2","1","2","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"2","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"371","phytophthora-rot","3","1","2","1",NA,"1","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"372","phytophthora-rot","1","1","2","2",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"0","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"373","phytophthora-rot","2","1","2","2",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"2","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"374","phytophthora-rot","3","1","1","1",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"375","phytophthora-rot","4","1","1","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"376","phytophthora-rot","1","1","2","1",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"2","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"377","phytophthora-rot","2","1","2","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"378","phytophthora-rot","3","1","1","1",NA,"1","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"379","phytophthora-rot","4","1","1","1",NA,"1","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"380","phytophthora-rot","1","1","2","2",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"2","2",NA,"2","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"381","phytophthora-rot","2","1","2","2",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"382","phytophthora-rot","3","1","1","1",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"383","phytophthora-rot","2","1","1","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"384","phytophthora-rot","3","1","1","1",NA,"2","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"385","phytophthora-rot","3","1","1","1",NA,"3","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,"1",NA,"3","2",NA,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"1"
"386","brown-stem-rot","3","0","0","0","1","1","0","2","0","0","1","1","2","0","1","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"387","brown-stem-rot","4","0","1","0","1","2","2","1","1","1","1","0","0","2","2","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"388","brown-stem-rot","3","0","0","0","1","3","2","2","0","1","1","1","2","0","1","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"389","brown-stem-rot","5","0","0","1","1","3","0","1","0","0","1","1","2","0","2","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"390","brown-stem-rot","6","0","0","1","1","2","1","1","1","1","1","1","2","0","1","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"391","brown-stem-rot","4","0","1","0","1","3","2","2","0","2","1","0","0","2","2","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"392","brown-stem-rot","5","0","0","2","0","2","3","1","0","2","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"393","brown-stem-rot","5","0","0","1","0","1","0","1","1","0","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"394","brown-stem-rot","4","0","0","1","0","3","2","1","0","1","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"395","brown-stem-rot","5","0","0","1","0","2","3","1","0","2","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"396","brown-stem-rot","5","0","0","1","0","2","2","1","1","1","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"397","brown-stem-rot","3","1","1","0","0","2","0","2","0","2","1","0","0","2","2","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"398","brown-stem-rot","5","1","1","1","0","2","3","2","0","0","1","0","0","2","2","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"399","brown-stem-rot","4","1","0","0","0","2","2","2","0","1","1","1","2","0","1","0","0","0","1","0","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"400","brown-stem-rot","5","1","1","0","0","3","3","1","1","2","1","0","0","2","2","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"401","brown-stem-rot","4","1","1","0","0","3","1","1","1","0","1","0","0","2","2","0","0","0","1","0","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"402","brown-stem-rot","6","1","1","1","0","3","3","1","1","1","1","0","0","2","2","0","0","0","1","1","0","3","0","0","0","1","0","0","4","0","0","0","0","0","0"
"403","brown-stem-rot","3","0","0","1","0","2","2","1","0","1","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"404","brown-stem-rot","5","0","0","2","0","3","0","1","0","2","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"405","brown-stem-rot","3","0","0","1","0","2","2","1","1","1","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"406","brown-stem-rot","4","0","0","1","0","1","3","1","0","0","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"407","brown-stem-rot","5","0","0","2","0","2","0","1","1","0","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"408","brown-stem-rot","4","0","0","1","0","1","0","1","0","0","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"409","brown-stem-rot","5","0","0","2","0","3","2","1","1","1","0","1","0","2","2","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"410","powdery-mildew","1","0","0","0","1","0","0","0","0","0","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"411","powdery-mildew","2","0","1","1","1","1","1","1","1","1","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"412","powdery-mildew","3","0","2","0","1","2","2","0","0","2","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"413","powdery-mildew","4","0","0","1","1","3","3","1","0","0","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"414","powdery-mildew","5","0","1","0","1","0","0","0","0","1","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"415","powdery-mildew","4","0","1","0","1","2","2","0","1","0","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"416","powdery-mildew","3","1","0","1","0","3","3","1","1","2","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"417","powdery-mildew","4","1","1","0","0","0","0","0","2","0","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"418","powdery-mildew","2","1","1","0","0","0","0","0","0","1","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"419","powdery-mildew","5","1","0","1","0","3","3","1","0","1","0","1","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","downy-mildew","3","0","2","0","1","2","2","1","0","1","0","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"421","downy-mildew","4","0","2","1","1","3","3","1","1","2","0","1","2","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"422","downy-mildew","5","0","2","1","1","1","0","1","0","1","0","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"423","downy-mildew","2","0","2","0","1","0","3","1","1","2","0","1","2","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"424","downy-mildew","3","0","2","1","1","1","0","1","0","1","0","1","2","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"425","downy-mildew","6","1","2","0","0","1","3","0","1","2","0","1","2","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"426","downy-mildew","3","1","2","2","0","3","1","1","1","2","0","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"427","downy-mildew","5","1","2","1","0","2","3","0","1","2","0","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"428","downy-mildew","3","1","2","1","0","1","1","0","1","2","0","1","2","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"429","downy-mildew","5","1","2","0","0","3","3","0","1","2","0","1","2","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"430","brown-spot","1","1","2","1","0","3","2","1","0","2","0","1","2","0","1","0","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"431","brown-spot","2","0","2","1","0","1","1","1","0","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"432","brown-spot","3","0","2","1","0","2","3","1","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"433","brown-spot","2","1","2","1","0","3","3","1","0","2","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"434","brown-spot","2","0","2","1","0","2","2","1","0","1","0","1","2","0","1","1","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"435","brown-spot","5","0","2","1","0","2","3","2","1","1","0","1","2","0","1","0","0","0","1","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0"
"436","brown-spot","2","0","2","1","0","3","3","1","1","1","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"437","brown-spot","1","0","2","1","0","2","3","1","2","1","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"438","brown-spot","2","1","1","1","1","2","2","1","1","2","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439","brown-spot","3","1","2","2","1","1","1","0","2","1","0","1","2","0","1","0","0","0","1","0","3","1","0","0","0","0","0","1","2","0","0","0","0","0","0"
"440","brown-spot","0","0","1","1","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441","brown-spot","1","0","2","2","0","1","1","0","1","1","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"442","brown-spot","2","0","1","1","0","2","2","1","2","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"443","brown-spot","3","0","2","2","0","3","3","0","0","1","1","1","2","0","1","0","0","0","1","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"444","brown-spot","4","0","1","1","0","1","0","1","1","2","0","1","2","0","1","0","0","0","1","0","3","1","1","0","0","0","0","1","2","0","0","0","0","0","0"
"445","brown-spot","0","0","2","2","0","2","1","1","2","1","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"446","brown-spot","1","0","1","1","0","3","2","0","0","2","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"447","brown-spot","2","0","2","2","0","1","3","0","1","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"448","brown-spot","0","0","1","1","0","2","0","0","2","2","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"449","brown-spot","1","1","2","2","1","3","1","0","0","1","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"450","brown-spot","1","0","2","1","0","1","1","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"451","brown-spot","2","0","2","1","0","2","2","1","0","1","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"452","brown-spot","3","1","2","1","0","3","3","1","0","2","0","1","2","0","1","0","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"453","brown-spot","4","0","2","1","0","2","1","1","0","0","0","1","2","0","1","1","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"454","brown-spot","5","0","2","1","0","3","2","1","0","1","0","1","2","0","1","0","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"455","brown-spot","1","1","2","1","0","2","3","1","0","2","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"456","brown-spot","2","0","2","1","0","3","3","1","0","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"457","brown-spot","3","0","2","1","0","2","3","1","0","1","0","1","2","0","1","0","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"458","brown-spot","1","1","2","1","0","3","3","1","0","2","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"459","brown-spot","2","0","2","1","0","1","1","1","0","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"460","brown-spot","3","0","2","1","0","2","2","1","0","1","0","1","2","0","1","0","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"461","brown-spot","1","1","2","1","0","3","3","1","0","2","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"462","brown-spot","2","0","2","1","0","2","3","1","0","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"463","brown-spot","3","0","2","1","0","3","3","1","0","1","0","1","2","0","1","1","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"464","brown-spot","1","1","2","1","0","2","1","1","0","2","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"465","brown-spot","2","0","2","1","0","3","2","1","0","0","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"466","brown-spot","3","0","2","1","0","2","3","1","0","1","0","1","2","0","1","0","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"467","brown-spot","4","1","2","1","0","3","1","1","0","2","0","1","2","0","1","0","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"468","brown-spot","5","0","2","1","0","1","2","1","0","0","0","1","2","0","1","0","0","0","1","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"469","brown-spot","1","0","2","1","0","2","3","1","0","1","0","1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
